,Ratings,Reviews,Price,split_source,Discount_Ratio,Edition_Year_Freq,Vintage_Count,Fraction_Author_BookCategory,Fraction_Author_Genre,Overall_Author_Rating,Total_Books_Per_Author,"Genre_Arts History, Theory & Criticism (Books)",Genre_Asian History,Genre_Biographies & Autobiographies (Books),Genre_Cinema & Broadcast (Books),Genre_Comics,Genre_Comics & Graphic Novels (Books),Genre_Comics & Mangas (Books),Genre_Computer Science Books,Genre_Contemporary Fiction (Books),"Genre_Crime, Thriller & Mystery (Books)",Genre_Design,Genre_Dictionaries,Genre_Encyclopaedias & Reference Works (Books),Genre_Government (Books),"Genre_Handicrafts, Decorative Arts & Crafts (Books)",Genre_Healthy Living & Wellness (Books),Genre_Humour (Books),Genre_Indian Writing (Books),Genre_Language Learning & Teaching (Books),"Genre_Language, Linguistics & Writing (Books)",Genre_Linguistics (Books),Genre_Mangas,Genre_Music Books,Genre_Others,Genre_Romance (Books),Genre_Software & Business Applications (Books),Genre_Sports Training & Coaching (Books),Genre_True Accounts (Books),Genre_Writing Guides (Books),"BookCategory_Arts, Film & Photography","BookCategory_Biographies, Diaries & True Accounts",BookCategory_Comics & Mangas,"BookCategory_Computing, Internet & Digital Media","BookCategory_Crime, Thriller & Mystery",BookCategory_Humour,"BookCategory_Language, Linguistics & Writing",BookCategory_Politics,BookCategory_Romance,BookCategory_Sports,Book_Type_Mass Market Paperback,Book_Type_Others,Book_Type_Paperback
3228,4.1,2,319.0,0,0.0,0.010645119917917148,19,0.19510521500457456,0.219807868252516,0.8160000000000001,0.0007367025195226168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3229,4.3,154,387.0,0,0.0,0.06515326407592664,5,0.16285452881976212,0.016010978956999086,0.86,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3231,3.6,5,639.0,0,0.0,0.01385148133897653,15,0.15667886550777677,0.023559011893870083,0.7200000000000001,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3232,3.4,5,235.0,0,0.0,0.11940489932025138,2,0.1914455626715462,0.219807868252516,0.82,0.0007367025195226168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3234,4.1,9,399.0,0,0.0,0.021033730922149545,14,0.19510521500457456,0.219807868252516,0.8493333333333335,0.00221010755856785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3236,3.7,11,210.0,0,0.0,0.08221110683596256,4,0.19510521500457456,0.219807868252516,0.7400000000000001,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3237,4.7,14,154.0,0,0.0,0.060151340259074,6,0.16285452881976212,0.01715462031107045,0.877,0.002946810078090467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3238,4.5,2,722.37,0,0.0,0.1068359625496986,3,0.15667886550777677,0.04871912168344007,0.9666666666666667,0.0004420215117135701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3239,5.0,3,960.0,0,0.2,0.08221110683596256,4,0.14501372369624885,0.0011436413540713633,0.9199999999999999,0.0002946810078090467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3240,3.8,163,185.0,0,0.0,0.1068359625496986,3,0.15416285452881975,0.10041171088746569,0.76,0.0002946810078090467,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3241,5.0,2,2145.0,0,0.0,0.11940489932025138,2,0.14501372369624885,0.0013723696248856359,1.0,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3242,4.0,1,563.0,0,0.0,0.0471976401179941,7,0.08508691674290943,0.017612076852698992,0.8,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3243,5.0,3,845.75,0,0.0,0.01385148133897653,15,0.14501372369624885,0.0054894784995425435,1.0,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3244,4.9,19,299.0,0,0.0,0.11940489932025138,2,0.1914455626715462,0.0006861848124428179,0.9333333333333335,0.0004420215117135701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3245,3.8,7,1550.0,0,0.0,0.11940489932025138,2,0.14501372369624885,0.013952424519670631,0.76,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3246,4.7,4,999.0,0,0.0,0.11940489932025138,2,0.15667886550777677,0.0016010978956999085,0.9400000000000001,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3247,4.1,29,345.0,0,0.0,0.06515326407592664,5,0.15667886550777677,0.05192131747483989,0.82,0.00014734050390452334,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3249,3.8,98,399.0,0,0.0,0.017186097216878287,12,0.1914455626715462,0.07159194876486734,0.8,0.0007367025195226168,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3250,4.3,146,142.0,0,0.0,0.13158907272027703,1,0.15324794144556267,0.11527904849039342,0.86,0.0002946810078090467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3251,5.0,3,2570.0,0,0.0,0.06515326407592664,5,0.14089661482159194,0.018526989935956084,1.0,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3252,4.6,42,323.9,0,0.0,0.03988713607797871,9,0.15416285452881975,0.10041171088746569,0.9199999999999999,0.00014734050390452334,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3253,4.3,7,1350.0,0,0.0,0.060151340259074,6,0.14501372369624885,0.009835315645013724,0.86,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3254,5.0,2,632.15,0,0.0,0.04591509554957035,8,0.15667886550777677,0.04871912168344007,0.9742857142857142,0.0010313835273316634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3255,4.5,15,950.0,0,0.0,0.06515326407592664,5,0.08508691674290943,0.0009149130832570906,0.9,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3256,4.0,2,520.0,0,0.0,0.1068359625496986,3,0.14501372369624885,0.01989935956084172,0.8,0.00014734050390452334,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3257,3.0,1,564.4,0,0.0,0.13158907272027703,1,0.15324794144556267,0.07159194876486734,0.8333333333333335,0.0004420215117135701,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3259,3.9,15,200.0,0,0.0,0.08221110683596256,4,0.1914455626715462,0.0036596523330283625,0.78,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3260,4.4,7,269.0,0,0.0,0.03988713607797871,9,0.15416285452881975,0.10041171088746569,0.8800000000000001,0.00014734050390452334,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3261,4.0,35,514.0,0,0.0,0.11940489932025138,2,0.1354071363220494,0.0016010978956999085,0.9333333333333335,0.0004420215117135701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3262,4.3,31,90.0,0,0.0,0.06515326407592664,5,0.15324794144556267,0.11527904849039342,0.86,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3263,4.0,1,590.0,0,0.0,0.06515326407592664,5,0.15667886550777677,0.05192131747483989,0.8,0.00014734050390452334,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3264,5.0,1,452.0,0,0.0,0.05848403232012313,0,0.19510521500457456,0.0016010978956999085,1.0,0.0002946810078090467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3267,1.0,1,299.0,0,0.0,0.005001923816852636,23,0.15324794144556267,0.11527904849039342,0.6914285714285716,0.0010313835273316634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3268,4.2,44,175.0,0,0.0,0.08221110683596256,4,0.15324794144556267,0.11527904849039342,0.8333333333333335,0.0004420215117135701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3269,3.7,11,399.0,0,0.0,0.05848403232012313,0,0.15324794144556267,0.11527904849039342,0.8018181818181818,0.0032414910858995136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3270,3.4,4,814.0,0,0.0,0.0471976401179941,7,0.14089661482159194,0.0006861848124428179,0.68,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3271,5.0,1,518.73,0,0.0,0.1068359625496986,3,0.16285452881976212,0.0006861848124428179,0.9400000000000001,0.0007367025195226168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3272,4.4,11,460.0,0,0.0,0.026163909195844555,11,0.16285452881976212,0.01715462031107045,0.8900000000000001,0.0005893620156180934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3273,5.0,2,690.0,0,0.0,0.06515326407592664,5,0.13494967978042086,0.019441903019213176,1.0,0.0004420215117135701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3274,4.6,199,270.0,0,0.0,0.0471976401179941,7,0.15324794144556267,0.11527904849039342,0.7599999999999999,0.0011787240312361867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3275,4.3,25,374.25,0,0.0,0.05848403232012313,0,0.1914455626715462,0.07159194876486734,0.8399999999999999,0.0005893620156180934,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3276,3.9,6,195.0,0,0.0,0.05848403232012313,0,0.16285452881976212,0.002516010978956999,0.78,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3277,5.0,1,763.0,0,0.0,0.002308580223162755,33,0.13494967978042086,0.03133577310155535,1.0,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3278,4.0,1,198.0,0,0.09090909090909091,0.0471976401179941,7,0.19510521500457456,0.219807868252516,0.8625,0.0035361720937085606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3279,4.2,163,499.0,0,0.0,0.11940489932025138,2,0.14089661482159194,0.009149130832570906,0.8866666666666666,0.0004420215117135701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3280,4.5,2,189.0,0,0.0,0.03988713607797871,9,0.19510521500457456,0.219807868252516,0.8,0.0004420215117135701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3281,3.9,2,5437.0,0,0.0,0.1068359625496986,3,0.1354071363220494,0.018069533394327538,0.78,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3282,4.0,2,299.0,0,0.0,0.021033730922149545,14,0.19510521500457456,0.219807868252516,0.8,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3283,5.0,2,398.44,0,0.0,0.1068359625496986,3,0.14501372369624885,0.00022872827081427266,1.0,0.0002946810078090467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3284,4.4,4,1094.0,0,0.0,0.13158907272027703,1,0.16285452881976212,0.01578225068618481,0.8800000000000001,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
3285,4.6,34,238.0,0,0.0,0.05848403232012313,0,0.1914455626715462,0.07479414455626715,0.9199999999999999,0.00014734050390452334,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3287,4.5,2,629.0,0,0.0,0.03988713607797871,9,0.1354071363220494,0.10041171088746569,0.9,0.00014734050390452334,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3288,3.9,3,1199.0,0,0.0,0.11940489932025138,2,0.13494967978042086,0.03133577310155535,0.7928571428571429,0.002062767054663327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3289,4.4,65,489.0,0,0.0,0.06515326407592664,5,0.08508691674290943,0.005032021957913998,0.8800000000000001,0.0002946810078090467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3291,5.0,2,557.0,0,0.0,0.06515326407592664,5,0.16285452881976212,0.0018298261665141812,1.0,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3292,4.5,58,634.0,0,0.0,0.02988328844427344,10,0.19510521500457456,0.219807868252516,0.8844444444444446,0.0013260645351407102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3293,4.2,157,357.0,0,0.0,0.1068359625496986,3,0.15416285452881975,0.010978956999085087,0.8500000000000001,0.0002946810078090467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3294,4.5,29,749.0,0,0.0,0.0471976401179941,7,0.14089661482159194,0.011436413540713633,0.9,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3295,4.0,1,1154.0,0,0.0,0.003334615877901757,28,0.13494967978042086,0.03133577310155535,0.8,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3296,1.4,3,496.23,0,0.0,0.08221110683596256,4,0.16285452881976212,0.022186642268984445,0.27999999999999997,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3297,5.0,1,596.0,0,0.0,0.06515326407592664,5,0.16285452881976212,0.002516010978956999,0.6000000000000001,0.0002946810078090467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3298,4.2,25,265.0,0,0.0,0.03988713607797871,9,0.08508691674290943,0.010978956999085087,0.8400000000000001,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3299,4.0,6,446.0,0,0.0,0.01385148133897653,15,0.1914455626715462,0.07479414455626715,0.9066666666666667,0.0013260645351407102,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3300,3.9,4,131.0,0,0.0,0.06515326407592664,5,0.16285452881976212,0.009149130832570906,0.8733333333333333,0.0004420215117135701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3301,4.3,66,185.0,0,0.0,0.1068359625496986,3,0.1914455626715462,0.07479414455626715,0.86,0.00014734050390452334,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3302,4.0,1,295.0,0,0.0,0.010645119917917148,17,0.1354071363220494,0.008005489478499543,0.8,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3303,4.0,6,324.0,0,0.0,0.13158907272027703,1,0.19510521500457456,0.004574565416285453,0.8,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3304,4.5,16,399.0,0,0.0,0.13158907272027703,1,0.08508691674290943,0.0018298261665141812,0.9,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3305,3.4,5,98.0,0,0.0,0.06515326407592664,5,0.15667886550777677,0.0022872827081427266,0.68,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3306,4.0,1,239.0,0,0.0,0.060151340259074,6,0.13494967978042086,0.019441903019213176,0.8,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3307,5.0,6,963.0,0,0.0,0.11940489932025138,2,0.14089661482159194,0.018298261665141813,1.0,0.00014734050390452334,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3308,5.0,3,1205.0,0,0.0,0.03988713607797871,9,0.1354071363220494,0.0006861848124428179,0.8996551724137932,0.008545749226462354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3309,5.0,2,607.0,0,0.0,0.08221110683596256,4,0.14089661482159194,0.014181152790484904,1.0,0.0002946810078090467,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3310,4.8,107,229.0,0,0.0,0.0471976401179941,7,0.15416285452881975,0.10041171088746569,0.9133333333333333,0.0004420215117135701,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3312,4.4,5,420.89,0,0.0,0.060151340259074,6,0.14089661482159194,0.10041171088746569,0.8500000000000001,0.0002946810078090467,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3313,5.0,2,549.0,0,0.0,0.01795562395793254,13,0.15416285452881975,0.003202195791399817,1.0,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3314,4.2,8,244.0,0,0.0,0.04591509554957035,8,0.1914455626715462,0.07479414455626715,0.7983999999999999,0.003683512597613084,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3315,3.8,218,247.0,0,0.0,0.1068359625496986,3,0.1914455626715462,0.07159194876486734,0.8307692307692307,0.003830853101517607,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3316,4.4,203,389.0,0,0.0,0.06515326407592664,5,0.15667886550777677,0.0016010978956999085,0.8533333333333334,0.0004420215117135701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3317,4.3,12,456.0,0,0.0,0.13158907272027703,1,0.16285452881976212,0.0034309240622140895,0.86,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3318,5.0,1,1242.0,0,0.0,0.08221110683596256,4,0.1354071363220494,0.0016010978956999085,1.0,0.0005893620156180934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3319,3.3,5,448.99,0,0.0,0.04591509554957035,8,0.14089661482159194,0.007548032936870997,0.6699999999999999,0.0002946810078090467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3320,4.0,20,142.0,0,0.0,0.13158907272027703,1,0.15324794144556267,0.11527904849039342,0.8,0.0002946810078090467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3321,4.5,9,374.0,0,0.0,0.010645119917917148,17,0.1354071363220494,0.008005489478499543,0.8575000000000002,0.0011787240312361867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3322,4.5,168,298.0,0,0.0,0.11940489932025138,2,0.1914455626715462,0.01120768526989936,0.8172727272727274,0.0032414910858995136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3324,5.0,2,445.0,0,0.0,0.11940489932025138,2,0.16285452881976212,0.005032021957913998,1.0,0.0002946810078090467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3325,5.0,2,605.0,0,0.0,0.005001923816852636,25,0.14089661482159194,0.0054894784995425435,1.0,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3327,4.4,3,247.0,0,0.0,0.05848403232012313,0,0.15324794144556267,0.11527904849039342,0.8266666666666668,0.0004420215117135701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3328,5.0,1,416.0,0,0.0,0.05848403232012313,0,0.16285452881976212,0.01715462031107045,1.0,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
